"Full Name of the Session Holder of the Session","Day of Week","Session's Session Start","Session's Session End","Appointment Date","Appointment Time","Slot Type","Slot Duration","Availability","DNA","Booked Time to Slot Time","Arrive Time to Send In Time","Slot Time to Send In Time","Slot Time to Arrive Time","Consultation Time","",
"","","27-Oct-2025","27-Oct-2025","27-Oct-2025","09:00","EDUCATION","30","Other Unavailable","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","09:30","EDUCATION","30","Other Unavailable","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","10:00","EDUCATION","30","Other Unavailable","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","10:30","EDUCATION","30","Other Unavailable","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","11:00","EDUCATION","30","Other Unavailable","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","11:30","EDUCATION","30","Other Unavailable","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","14:00","Book on the Day","20","Embargoed","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","","Comment","20","Other Unavailable","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","14:20","Book on the Day","20","Embargoed","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","14:40","Book on the Day","20","Embargoed","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","15:00","catch up time","20","Other Unavailable","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","15:20","Book on the Day","20","Embargoed","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","15:40","Book on the Day","20","Embargoed","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","16:00","Book on the Day","20","Embargoed","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","16:20","Admin","20","Other Unavailable","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","16:40","Clinical Review","20","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","Tue","09-Sep-2025","09-Sep-2025","09-Sep-2025","09:00","Reception Task Appointment","20","Booked","Did Not Attend","7241","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","09:20","Reception Task Appointment","20","Booked","Attended","7266","8","2","-6","18","1",
"","","","","","09:40","Book on the Day","20","Booked","Attended","1312","1","6","4","31","1",
"","","","","","10:00","catch up time","20","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","10:20","Book on the Day","20","Booked","Attended","133","16","0","-15","13","1",
"","","","","","10:40","Book on the Day","20","Booked","Attended","153","8","4","-3","11","1",
"","","","","","11:00","Book on the Day","20","Booked","Attended","171","6","1","-5","29","1",
"","","","","","11:20","Admin","20","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","11:40","Clinical Review","20","Available","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","","Comment","20","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","14:00","Reception Task Appointment","20","Booked","Attended","1448","2","5","3","11","1",
"","","","","","14:20","Telephone Appointment Slot","20","Booked","Attended","11370","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","14:40","Book on the Day","20","Booked","Attended","395","18","2","-15","19","1",
"","","","","","15:00","catch up time","20","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","15:20","Book on the Day","20","Booked","Attended","431","14","6","-7","9","1",
"","","","","","15:40","Book on the Day","20","Booked","Attended","75","4","4","0","18","1",
"","","","","","16:00","Book on the Day","20","Booked","Attended","65","17","4","-12","21","1",
"","","","","","16:20","Admin","20","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","16:40","Clinical Review","20","Available","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","16-Sep-2025","16-Sep-2025","16-Sep-2025","09:00","Book on the Day","20","Booked","Attended","55","9","18","8","0","1",
"","","","","","09:20","Book on the Day","20","Booked","Attended","71","7","2","-4","17","1",
"","","","","","09:40","Book on the Day","20","Booked","Attended","8633","10","4","-6","14","1",
"","","","","","10:00","catch up time","20","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","10:20","Book on the Day","20","Booked","Attended","136","14","4","-10","20","1",
"","","","","","10:40","Book on the Day","20","Booked","Attended","155","11","5","-5","15","1",
"","","","","","11:00","Book on the Day","20","Booked","Attended","172","15","4","-11","41","1",
"","","","","","11:20","Admin","20","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","11:40","Clinical Review","20","Available","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","14:00","Book on the Day","20","Booked","Attended","352","0","3","2","17","1",
"","","","","","14:20","Book on the Day","20","Booked","Attended","364","6","4","-2","16","1",
"","","","","","14:40","Book on the Day","20","Booked","Attended","387","1","3","1","14","1",
"","","","","","15:00","catch up time","20","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","15:20","Book on the Day","20","Booked","Attended","421","6","6","0","13","1",
"","","","","","15:40","Reception Task Appointment","20","Booked","Attended","9940","12","2","-10","15","1",
"","","","","","16:00","Reception Task Appointment","20","Available","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","16:20","Admin","20","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","16:40","Clinical Review","20","Available","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","23-Sep-2025","23-Sep-2025","23-Sep-2025","09:00","Book on the Day","20","Booked","Attended","1422","9","5","-4","15","1",
"","","","","","09:20","Book on the Day","20","Booked","Attended","71","7","2","-4","25","1",
"","","","","","09:40","Telephone Appointment Slot","20","Booked","Attended","90","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","10:00","catch up time","20","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","10:20","Book on the Day","20","Booked","Attended","127","32","0","-33","14","1",
"","","","","","10:40","Reception Task Appointment","20","Booked","Attended","10173","9","2","-6","29","1",
"","","","","","11:00","Book on the Day","20","Booked","Attended","6","11","12","0","26","1",
"","","","","","11:20","Admin","20","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","11:40","Clinical Review","20","Available","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","14:00","EDUCATION","20","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","14:20","EDUCATION","20","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","14:40","EDUCATION","20","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","15:00","EDUCATION","20","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","15:20","EDUCATION","20","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","15:40","EDUCATION","20","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","16:00","EDUCATION","20","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","16:20","EDUCATION","20","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","16:40","EDUCATION","20","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","30-Sep-2025","30-Sep-2025","30-Sep-2025","09:00","Reception Task Appointment","20","Booked","Attended","11523","20","8","-11","15","1",
"","","","","","09:20","Reception Task Appointment","20","Booked","Did Not Attend","11501","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","09:40","Reception Task Appointment","20","Booked","Attended","11504","12","11","0","18","1",
"","","","","","10:00","catch up time","20","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","10:20","Book on the Day","20","Booked","Did Not Attend","80","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","10:40","Book on the Day","40","Booked","Attended","98","16","2","-14","22","1",
"","","","","","11:20","Admin","20","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","11:40","Clinical Review","20","Available","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","14:00","Appointment Within 1 Week","20","Booked","Attended","6092","0","2","2","15","1",
"","","","","","","Comment","20","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","14:20","Book on the Day","20","Booked","Attended","317","18","3","-14","20","1",
"","","","","","14:40","Book on the Day","20","Booked","Attended","336","6","5","-1","16","1",
"","","","","","15:00","catch up time","20","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","15:20","Book on the Day","20","Booked","Attended","373","17","-1","-18","12","1",
"","","","","","15:40","Book on the Day","20","Booked","Attended","391","31","4","-27","6","1",
"","","","","","16:00","Book on the Day","20","Booked","Attended","416","5","9","4","36","1",
"","","","","","","Comment","20","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","16:20","Admin","20","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","16:40","Clinical Review","20","Available","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","07-Oct-2025","07-Oct-2025","07-Oct-2025","09:00","Book on the Day","20","Booked","Attended","46","27","18","-8","13","1",
"","","","","","09:20","Book on the Day","20","Booked","Attended","55","10","13","2","24","1",
"","","","","","09:40","Book on the Day","20","Booked","Attended","71","25","20","-4","10","1",
"","","","","","10:00","catch up time","20","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","10:20","Book on the Day","20","Booked","Attended","103","23","1","-22","11","1",
"","","","","","10:40","Book on the Day","20","Booked","Attended","121","8","4","-3","23","1",
"","","","","","11:00","Book on the Day","20","Booked","Attended","172","71","8","-63","31","1",
"","","","","","11:20","Admin","20","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","11:40","Clinical Review","20","Available","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","","Comment","20","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","14:00","EDUCATION","20","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","14:20","EDUCATION","20","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","14:40","EDUCATION","20","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","15:00","catch up time","20","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","15:20","EDUCATION","20","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","15:40","EDUCATION","20","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","16:00","EDUCATION","20","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","16:20","EDUCATION","20","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","16:40","EDUCATION","20","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","21-Oct-2025","21-Oct-2025","21-Oct-2025","09:00","Book on the Day","20","Embargoed","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","09:20","Book on the Day","20","Embargoed","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","09:40","Book on the Day","20","Embargoed","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","10:00","catch up time","20","Other Unavailable","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","10:20","Book on the Day","20","Embargoed","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","10:40","Book on the Day","20","Embargoed","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","11:00","Book on the Day","20","Embargoed","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","11:20","Admin","20","Other Unavailable","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","11:40","Clinical Review","20","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","14:00","Reception Task Appointment","20","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","14:20","Reception Task Appointment","20","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","14:40","Reception Task Appointment","20","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","15:00","catch up time","20","Other Unavailable","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","15:20","Book on the Day","20","Embargoed","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","15:40","Book on the Day","20","Embargoed","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
